1,487312	0,335736	2,861573	0,554473	5,045332	5,003887	1,531388
1,503758	0,341657	2,860257	0,55546	5,045003	5,004216	1,530401
1,53698	0,353827	2,861244	0,55546	5,045661	5,004216	1,529415
1,564281	0,364024	2,859928	0,557762	5,045661	5,004216	1,528099
1,586648	0,373892	2,861244	0,559078	5,046319	5,003887	1,525467
1,608686	0,382444	2,860257	0,56138	5,044674	5,004545	1,523823
1,639605	0,393627	2,860586	0,561709	5,04599	5,005203	1,521191
1,659999	0,404482	2,860915	0,562367	5,044674	5,004874	1,517573
1,6873	0,41106	2,860915	0,565985	5,046319	5,004874	1,514284
1,713614	0,423889	2,860257	0,56763	5,04599	5,005861	1,511323
1,742231	0,43277	2,859599	0,57059	5,046319	5,005861	1,507705
1,77019	0,444282	2,859928	0,571248	5,043687	5,005203	1,504745
1,80703	0,456781	2,859271	0,574537	5,046319	5,005532	1,501456
1,830712	0,467307	2,861244	0,57388	5,046319	5,004874	1,499482
1,853737	0,476846	2,859599	0,574866	5,046648	5,005532	1,496193
1,881696	0,488687	2,859928	0,579471	5,044345	5,004545	1,493561
1,907024	0,499871	2,859599	0,579471	5,04599	5,004216	1,492246
1,940574	0,513357	2,860586	0,58309	5,046648	5,004545	1,489943
1,975441	0,527501	2,860257	0,586708	5,045661	5,003229	1,488956
2,007347	0,539013	2,861902	0,58901	5,044674	5,0029	1,486983
2,037608	0,554802	2,860586	0,58901	5,04599	5,002243	1,485667
2,067869	0,56763	2,859271	0,591971	5,045332	5,0029	1,485667
2,097473	0,580458	2,860257	0,59526	5,045003	5,0029	1,486325
2,134313	0,594273	2,862231	0,59822	5,045661	5,003229	1,486654
2,164903	0,610062	2,861244	0,600194	5,045661	5,003229	1,488627
2,188586	0,624534	2,857626	0,600523	5,044345	5,003558	1,49093
2,225755	0,639994	2,860586	0,603483	5,045003	5,004545	1,491917
2,259305	0,653151	2,859599	0,606772	5,046319	5,004216	1,493232
2,294501	0,670913	2,860257	0,608746	5,046319	5,004545	1,494219
2,31917	0,685057	2,861573	0,608088	5,045003	5,004874	1,493561
2,357984	0,701175	2,860586	0,614009	5,045661	5,004545	1,492575
2,241543	0,666637	2,910912	0,61368	5,046319	5,004874	1,493561
2,081355	0,615982	2,960252	0,61072	5,045661	5,005203	1,492246
1,985637	0,587695	2,985908	0,607759	5,04599	5,004874	1,489285
1,927417	0,56763	3,001039	0,607759	5,045003	5,004545	1,486325
1,945508	0,573551	3,011235	0,610391	5,043687	5,004216	1,482707
2,011952	0,600194	3,016169	0,612693	5,044674	5,0029	1,478431
2,035963	0,610391	3,03426	0,612693	5,044674	5,0029	1,475141
2,042542	0,615324	3,052022	0,612693	5,044674	5,003229	1,47251
2,042213	0,615653	3,07439	0,614009	5,045332	5,003887	1,46955
2,037279	0,616311	3,095112	0,612364	5,045003	5,003558	1,465931
2,043529	0,618614	3,113532	0,614009	5,04599	5,003229	1,463958
2,038924	0,621574	3,134912	0,61368	5,046319	5,003229	1,460997
2,052081	0,627495	3,154319	0,612693	5,041056	4,816397	1,457379
2,061291	0,631771	3,175699	0,613351	5,040727	4,823634	1,454419
2,067869	0,63506	3,196093	0,613351	5,03974	4,93547	1,450801
2,058659	0,634731	3,217144	0,614009	5,041056	4,977901	1,447511
2,064909	0,638678	3,238196	0,617627	5,040069	4,992703	1,443564
2,070501	0,64131	3,260234	0,615324	5,041056	4,998624	1,438959
2,068856	0,641639	3,282601	0,616969	5,041385	5,002571	1,435012
2,075764	0,646902	3,304311	0,615653	5,040727	5,003229	1,430736
2,083	0,650849	3,321086	0,61664	5,040727	5,001585	1,426131
2,083	0,653809	3,345098	0,615982	5,040398	5,003229	1,42021
2,091223	0,658414	3,366149	0,616311	5,040727	5,002571	1,415934
2,093197	0,658414	3,38753	0,617298	5,037767	4,819686	1,410672
2,097802	0,662032	3,409239	0,61664	5,036122	4,81245	1,405738
2,104052	0,666637	3,428975	0,616311	5,03678	4,932838	1,402119
2,11063	0,669926	3,449697	0,616969	5,035793	4,977244	1,39883
2,114577	0,6719	3,47338	0,61664	5,036451	4,994677	1,394554
2,107341	0,673545	3,494431	0,617627	5,034149	5,000926	1,390278
2,115564	0,677163	3,515483	0,617627	5,035793	5,004216	1,385673
2,11984	0,680123	3,536863	0,616311	5,03678	5,004874	1,382384
2,127405	0,683412	3,559559	0,618614	5,036451	5,005203	1,378108
2,129708	0,686044	3,580282	0,619272	5,034806	5,005532	1,37449
2,131681	0,686373	3,600675	0,619929	5,034477	5,005861	1,371858
2,131681	0,69032	3,622385	0,618943	5,035135	5,005203	1,370213
2,136944	0,692951	3,643436	0,619601	5,032833	4,875276	1,366924
2,144181	0,69953	3,664159	0,619272	5,03053	4,829554	1,364951
2,157667	0,704793	3,682907	0,619929	5,028886	4,876262	1,363635
2,159969	0,706109	3,702972	0,619929	5,03053	4,955534	1,362319
2,15372	0,705451	3,729286	0,618285	5,030201	4,986783	1,361661
2,160956	0,710056	3,747049	0,618943	5,030201	4,998953	1,361661
2,170824	0,71499	3,767442	0,619601	5,03053	5,003229	1,361332
2,169508	0,71499	3,791125	0,619601	5,031188	5,004545	1,362648
2,174442	0,718279	3,811519	0,619601	5,03053	5,005532	1,361661
2,185955	0,723213	3,831912	0,619929	5,029543	5,005861	1,363635
2,182994	0,724528	3,851319	0,619929	5,03053	5,005861	1,363964
2,191217	0,728147	3,874344	0,619929	5,029872	5,005861	1,36528
2,19648	0,732094	3,894738	0,618943	5,031188	5,005861	1,367253
2,203059	0,734067	3,915789	0,619929	5,031846	5,005203	1,369556
2,216216	0,740317	3,935196	0,618943	5,031846	5,005532	1,372516
2,215887	0,740317	3,957563	0,616969	5,030201	5,005203	1,37449
2,213256	0,742291	3,978615	0,61664	5,030859	5,005203	1,377121
2,217203	0,744264	3,999666	0,613351	5,031188	5,004874	1,379423
2,233978	0,751172	4,018744	0,614338	5,03053	5,004216	1,382055
2,241872	0,755777	4,040782	0,611706	5,029872	5,003558	1,384357
2,239899	0,755119	4,060847	0,609733	5,030859	5,003229	1,38666
2,244175	0,758408	4,081898	0,608088	5,03053	5,002571	1,390278
2,256345	0,761697	4,10295	0,604141	5,031846	5,003229	1,393567
2,259634	0,765973	4,123672	0,60151	5,029543	5,003887	1,399488
2,267529	0,767947	4,14571	0,598878	5,029543	5,005203	1,402777
2,27016	0,768276	4,165446	0,592628	5,031517	5,005861	1,407053
2,276739	0,772223	4,187155	0,589668	5,03053	5,005861	1,411987
2,294172	0,777486	4,20722	0,582761	5,029543	5,006847	1,415277
2,305355	0,781762	4,225311	0,580458	5,029543	5,052568	1,419553
2,308316	0,785709	4,248336	0,573222	5,032175	5,144669	1,423171
2,314236	0,786038	4,272019	0,566972	5,035793	5,181838	1,427776
2,323117	0,790314	4,29011	0,561051	5,034806	5,084475	1,431394
2,341209	0,796235	4,310833	0,55546	5,035793	5,033491	1,43567
2,348445	0,797221	4,332542	0,54625	5,036122	5,014742	1,440933
2,354695	0,800182	4,352607	0,54	5,035464	5,007176	1,44488
2,372128	0,806102	4,370698	0,532764	5,033491	5,004545	1,449485
2,38068	0,80676	4,393723	0,525198	5,035793	5,003558	1,453761
2,38989	0,809063	4,415761	0,515988	5,035793	5,003558	1,45705
2,404692	0,814984	4,435497	0,510725	5,036122	5,003887	1,46034
2,415217	0,816957	4,457864	0,507436	5,040727	5,3565	1,463958
2,426401	0,820246	4,477929	0,504805	5,039412	5,181838	1,467576
2,436269	0,822878	4,497007	0,501516	5,044016	5,301898	1,470207
2,45732	0,831759	4,515756	0,500529	5,054542	5,754176	1,475141
2,469162	0,835377	4,538123	0,501516	5,065726	5,985743	1,477773
2,465214	0,834719	4,561477	0,501516	5,080856	6,353158	1,481391
2,463241	0,836693	4,580555	0,503489	5,099935	6,582752	1,483693
2,469162	0,842285	4,601935	0,507107	5,115723	6,728798	1,486983
2,481661	0,847547	4,622329	0,510068	5,13513	6,881093	1,491259
2,486924	0,851494	4,641736	0,514673	5,157168	6,966944	1,495206
2,4912	0,853797	4,662458	0,517304	5,179206	7,219893	1,499482
2,489884	0,855771	4,685812	0,518291	5,202889	7,394884	1,5031
2,496134	0,860047	4,706206	0,522567	5,227559	7,402121	1,506389
2,505015	0,867612	4,725284	0,522567	5,252558	7,587309	1,511323
2,510278	0,868928	4,746335	0,524212	5,28249	7,739934	1,515271
2,510607	0,871888	4,767058	0,528159	5,311107	7,799141	1,520533
2,525079	0,88044	4,786794	0,532435	5,340053	7,965252	1,525796
2,528369	0,8834	4,805213	0,531119	5,371959	8,051762	1,532375
2,532974	0,887677	4,828238	0,535395	5,403866	8,232675	1,537309
2,540868	0,89261	4,845672	0,534079	5,440377	8,415562	1,543887
2,548762	0,897873	4,866395	0,537369	5,475901	8,519834	1,550137
2,559288	0,902807	4,888104	0,538355	5,515044	8,791862	1,558031
2,550078	0,900834	4,908497	0,540658	5,555173	8,968827	1,565597
2,553696	0,906096	4,92922	0,541645	5,593658	9,149741	1,575135
2,565537	0,912017	4,949943	0,54296	5,639709	9,334273	1,584016
2,577379	0,919582	4,968691	0,544276	5,685101	9,448742	1,593555
2,571458	0,919254	4,989414	0,543618	5,734111	9,688207	1,60441
2,602706	0,933726	5,005532	0,54296	5,782793	9,99313	1,615265
2,603693	0,936029	5,029543	0,542632	5,837396	10,41975	9 1,627435
2,600404	0,93866	5,053555	0,546908	5,897261	10,70231	4 1,640592
2,610272	0,942607	5,071318	0,545921	5,95614	10,74606	3 1,653420
2,614877	0,948199	5,092369	0,550197	6,004492	10,41054	8 1,667564
2,616193	0,953133	5,11342	0,552828	6,04495	9,488214	1,68105
2,629678	0,959383	5,133814	0,559407	6,065673	8,074787	1,696181
2,637573	0,963988	5,15355	0,560723	6,075541	6,698207	1,710983
2,645138	0,968922	5,174931	0,564341	6,081462	5,886077	1,727429
2,652375	0,973198	5,196969	0,567959	6,085409	5,577541	1,743875
2,655006	0,979447	5,217691	0,567301	6,090014	5,560107	1,763611
2,671453	0,985368	5,238085	0,567959	6,090343	5,219665	1,783347
2,672439	0,987999	5,25815	0,568617	6,090014	5,089409	1,804398
2,691188	0,996223	5,277885	0,566314	6,095277	5,324923	1,826765
2,687241	0,995894	5,302555	0,56763	6,095935	5,198942	1,850777
2,691188	0,998196	5,325909	0,569604	6,096264	5,08283	1,875775
2,701714	1,001485	5,345974	0,567959	6,094948	5,035793	1,899129
2,718489	1,010367	5,364394	0,56763	6,095606	5,020005	1,921497
2,730659	1,016616	5,384459	0,567301	6,098895	5,298937	1,946495
2,737238	1,019248	5,408142	0,568288	6,098895	5,186114	1,970507
2,737567	1,019905	5,430509	0,564341	6,098567	5,077567	1,993861
2,735265	1,019248	5,45156	0,565656	6,099553	5,033491	2,016886
2,743817	1,02451	5,470967	0,564341	6,105145	5,400248	2,039253
2,766842	1,032405	5,490374	0,564999	6,105145	5,164733	2,060962
2,771118	1,036352	5,514057	0,564341	6,105803	5,067041	2,082671
2,778683	1,039312	5,536753	0,56467	6,105474	5,029214	2,104052
2,784275	1,042273	5,556489	0,569275	6,105474	5,01507	2,123787
2,802366	1,051482	5,575567	0,566972	6,104158	5,009808	2,143523
2,805984	1,052469	5,597934	0,568617	6,104158	5,007834	2,161614
2,811905	1,056745	5,621617	0,567301	6,104487	5,006847	2,17806
2,809273	1,056745	5,640695	0,567959	6,104158	5,006189	2,194178
2,833943	1,067271	5,659115	0,57059	6,105145	5,005532	2,206677
2,845784	1,073521	5,679838	0,574209	6,105803	5,006518	2,216545
2,851047	1,07681	5,702863	0,575195	6,105803	5,006189	2,223781
2,846113	1,077139	5,725888	0,580129	6,105474	5,006189	2,23036
2,844798	1,077468	5,748584	0,579471	6,106132	5,005861	2,232991
2,844798	1,07977	5,769965	0,583418	6,105474	5,006189	2,234965
2,852034	1,082402	5,789701	0,586708	6,105474	5,006189	2,235294
2,881309	1,089967	5,809107	0,588023	6,104487	5,005532	2,234965
2,900387	1,099177	5,825883	0,595918	6,105145	5,005861	2,23332
2,029385	0,640652	5,848908	0,589339	6,105474	5,003887	2,232004
0,039701	0,007466	5,795621	0,484411	6,128499	6,347896	2,213584
0,012071	-0,00207	2 5,60911	8 0,47651	7 6,15448	4 7,04983	5 2,168850
0,006809	-0,00305	9 5,39991	9 0,47684	6 6,16961	5 6,77846	6 2,106354
